,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
519,1008,134500,20,RL,66.0,8923,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,643.0,1,0.0,365.0,1008.0,GasA,3,Y,SBrkr,1008,0,0,1.0,0.0,1,0,2,1,4,6,7,0,0,Attchd,1953.0,Unf,1.0,240.0,3,3,Y,0,18,0,0,0,0,0,0,N_A,0,5,2007,WD ,Normal
520,1564,171000,60,RL,70.0,8400,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,650.0,650.0,GasA,2,Y,SBrkr,888,676,0,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1980.0,Unf,2.0,476.0,3,3,Y,0,50,0,0,204,0,0,3,N_A,0,4,2010,WD ,Normal
521,816,138000,20,RL,60.0,6600,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,3,4,1,6,816.0,1,0.0,0.0,816.0,GasA,4,Y,SBrkr,816,0,0,1.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1985.0,Fin,2.0,816.0,3,3,Y,0,0,0,0,0,0,0,0,N_A,0,6,2008,WD ,Normal
522,1588,227000,20,RL,85.0,10000,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,4,3,PConc,4,4,3,1,0.0,1,0.0,1588.0,1588.0,GasA,4,Y,SBrkr,1588,0,0,0.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2006.0,RFn,3.0,825.0,3,3,Y,144,45,0,0,0,0,0,0,N_A,0,12,2007,WD ,Normal
523,1055,148500,120,RL,24.0,2529,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,5,378.0,1,0.0,677.0,1055.0,GasA,1,Y,SBrkr,1055,0,0,0.0,0.0,2,0,2,1,3,4,7,0,0,Attchd,1977.0,Unf,2.0,440.0,3,3,Y,0,38,0,0,0,0,0,0,N_A,0,9,2008,WD ,Normal
524,630,84500,180,RM,21.0,1936,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,4,131.0,6,499.0,0.0,630.0,GasA,3,Y,SBrkr,630,0,0,1.0,0.0,1,0,1,1,3,3,7,0,0,N_A,0.0,N_A,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,3,N_A,0,12,2007,WD ,Normal
525,1930,149000,70,RM,57.0,6876,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,2,1,4,522.0,1,0.0,198.0,720.0,GasA,1,Y,SBrkr,1146,784,0,1.0,0.0,2,0,4,1,3,8,7,0,0,Attchd,1927.0,Unf,1.0,316.0,3,3,Y,0,0,213,0,0,0,0,3,N_A,0,8,2009,WD ,Normal
526,1353,192350,20,RL,80.0,10400,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,3,3,CBlock,4,3,1,6,903.0,1,0.0,356.0,1259.0,GasA,4,Y,SBrkr,1353,0,0,1.0,0.0,2,0,2,1,3,5,7,1,3,Attchd,1979.0,RFn,2.0,478.0,3,3,Y,240,141,0,0,0,0,0,0,N_A,0,8,2007,WD ,Normal
527,1329,172000,20,RL,81.0,14267,Pave,N_A,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,108.0,3,3,CBlock,3,3,1,5,923.0,1,0.0,406.0,1329.0,GasA,2,Y,SBrkr,1329,0,0,0.0,0.0,1,1,3,1,4,6,7,0,0,Attchd,1958.0,Unf,1.0,312.0,3,3,Y,393,36,0,0,0,0,0,0,Gar2,12500,6,2010,WD ,Normal
528,1656,165400,60,RL,60.0,6931,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,4,3,PConc,4,3,1,1,0.0,1,0.0,746.0,746.0,GasA,4,Y,SBrkr,760,896,0,0.0,0.0,2,1,3,1,4,7,7,1,4,BuiltIn,2003.0,Fin,2.0,397.0,3,3,Y,178,128,0,0,0,0,0,0,N_A,0,7,2008,WD ,Normal
529,1674,185000,50,RL,66.0,21780,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,1,0.0,1,0.0,1163.0,1163.0,GasA,4,Y,SBrkr,1163,511,0,0.0,0.0,2,0,4,1,3,8,7,1,4,Detchd,1955.0,Fin,2.0,396.0,3,3,N,72,36,0,0,144,0,0,0,N_A,0,7,2008,WD ,Normal
530,796,131900,85,RL,50.0,7689,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,8,1972,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,3,6,720.0,4,76.0,0.0,796.0,GasA,3,Y,SBrkr,796,0,0,0.0,1.0,1,0,2,1,3,4,7,0,0,Detchd,1998.0,Unf,1.0,336.0,3,3,Y,138,0,0,0,0,0,0,3,N_A,0,7,2009,WD ,Normal
531,1506,213490,120,RL,43.0,3013,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,4,3,PConc,4,3,4,6,16.0,1,0.0,1346.0,1362.0,GasA,4,Y,SBrkr,1506,0,0,0.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2005.0,Fin,2.0,440.0,3,3,Y,142,20,0,0,0,0,0,0,N_A,0,4,2006,WD ,Normal
532,2062,277000,60,RL,68.51605288007555,14364,Pave,N_A,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,4,3,CBlock,4,3,4,6,1065.0,1,0.0,92.0,1157.0,GasA,4,Y,SBrkr,1180,882,0,1.0,0.0,2,1,3,1,3,7,7,1,4,Attchd,1988.0,Fin,2.0,454.0,3,3,Y,60,55,0,0,154,0,0,0,N_A,0,4,2007,WD ,Normal
533,1658,257500,20,RL,78.0,10206,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1614.0,1614.0,GasA,4,Y,SBrkr,1658,0,0,0.0,0.0,2,1,3,1,4,7,7,1,4,Attchd,2008.0,Fin,3.0,726.0,3,3,Y,144,44,0,0,0,0,0,0,N_A,0,9,2009,WD ,Normal
534,864,62383,20,RL,60.0,8281,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,553.0,4,311.0,0.0,864.0,GasA,3,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,3,5,7,1,1,Detchd,1965.0,Unf,1.0,360.0,3,3,Y,0,0,236,0,0,0,0,2,N_A,0,12,2009,WD ,Normal
535,2097,274300,60,RL,75.0,9750,Pave,N_A,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,975.0,1,0.0,133.0,1108.0,GasA,4,Y,SBrkr,1108,989,0,1.0,0.0,2,1,3,1,4,8,7,1,3,Detchd,1998.0,RFn,2.0,583.0,3,3,Y,253,170,0,0,0,0,0,0,N_A,0,6,2006,WD ,Normal
536,1159,158000,20,RL,68.51605288007555,11553,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,3,3,CBlock,3,3,1,4,673.0,1,0.0,378.0,1051.0,GasA,2,Y,SBrkr,1159,0,0,0.0,0.0,1,1,3,1,3,7,7,1,2,Attchd,1968.0,Unf,1.0,336.0,3,3,Y,466,0,0,0,0,0,0,0,N_A,0,7,2006,WD ,Normal
537,882,106500,20,RL,68.51605288007555,8339,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,SBrkr,882,0,0,0.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1959.0,RFn,1.0,294.0,3,3,Y,0,0,0,0,0,0,0,3,Shed,1200,7,2007,WD ,Normal
538,1530,250000,20,FV,112.0,12606,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1530.0,1530.0,GasA,4,Y,SBrkr,1530,0,0,0.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2008.0,RFn,3.0,984.0,3,3,Y,212,136,0,0,0,0,0,0,N_A,0,5,2009,WD ,Normal
539,2294,202500,80,RM,120.0,13200,Pave,N_A,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,3,3,CBlock,3,3,1,4,375.0,1,0.0,366.0,741.0,GasA,1,Y,SBrkr,1497,797,0,0.0,0.0,3,0,5,1,3,9,7,1,4,Attchd,1963.0,Unf,2.0,658.0,3,3,Y,0,110,0,0,0,0,0,0,N_A,0,4,2007,WD ,Normal
540,1012,118400,30,RM,59.0,8263,Pave,N_A,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1012.0,1012.0,GasA,2,Y,FuseA,1012,0,0,0.0,0.0,1,0,2,1,3,6,7,1,4,Detchd,1920.0,Unf,1.0,308.0,3,3,Y,0,22,112,0,0,0,0,3,N_A,0,5,2007,WD ,Normal
541,1200,146000,20,RL,71.0,9230,Pave,N_A,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,3,CBlock,3,3,2,6,661.0,1,0.0,203.0,864.0,GasA,3,Y,SBrkr,1200,0,0,1.0,0.0,1,1,1,1,4,6,7,0,0,Detchd,1977.0,Unf,2.0,884.0,3,3,Y,0,64,0,0,0,0,0,3,N_A,0,10,2006,WD ,Normal
542,1052,127000,20,RL,80.0,10800,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,1,4,617.0,3,264.0,171.0,1052.0,GasA,2,Y,SBrkr,1052,0,0,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1963.0,Fin,1.0,311.0,3,3,Y,0,133,0,0,0,0,0,0,N_A,0,2,2007,COD,Normal
543,1928,219500,60,RL,65.0,8200,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,847.0,847.0,GasA,4,Y,SBrkr,847,1081,0,0.0,0.0,2,1,4,1,4,8,7,1,4,BuiltIn,2003.0,Fin,2.0,434.0,3,3,Y,100,48,0,0,0,0,0,0,N_A,0,7,2007,WD ,Normal
544,936,78000,50,C (all),60.0,8520,Grvl,N_A,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,3,5,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,2,2,1,1,0.0,1,0.0,216.0,216.0,GasA,1,N,SBrkr,576,360,0,0.0,0.0,1,0,2,1,3,6,7,0,0,N_A,0.0,N_A,0.0,0.0,0,0,N,0,0,0,0,0,0,0,0,N_A,0,4,2006,WD ,Normal
545,944,82000,20,RL,74.0,10206,Pave,N_A,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,Flat,Tar&Grv,BrkComm,Brk Cmn,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasW,1,N,FuseF,944,0,0,0.0,0.0,1,0,2,1,2,4,6,0,0,Detchd,1956.0,Unf,2.0,528.0,3,2,Y,0,0,0,0,0,0,0,0,N_A,0,7,2009,WD ,Normal
546,2345,239000,70,RL,80.0,16560,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,3,503.0,1,0.0,449.0,952.0,GasA,2,Y,SBrkr,1170,1175,0,0.0,0.0,2,1,4,1,3,9,7,1,4,Detchd,1932.0,Unf,2.0,360.0,3,3,Y,0,0,0,0,0,0,0,0,N_A,0,7,2006,WD ,Normal
547,926,156450,85,RL,75.0,9750,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3,5,767.0,1,0.0,135.0,902.0,GasA,4,Y,SBrkr,926,0,0,1.0,0.0,1,0,2,1,3,5,7,1,3,Attchd,1977.0,Unf,1.0,351.0,3,3,Y,319,0,0,0,0,0,0,3,N_A,0,4,2009,WD ,Normal
548,1142,134000,120,RM,44.0,4224,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,5,874.0,1,0.0,268.0,1142.0,GasA,2,Y,SBrkr,1142,0,0,1.0,0.0,1,1,3,1,3,6,7,1,1,Attchd,1976.0,Fin,2.0,528.0,3,3,Y,536,90,0,0,0,0,0,3,N_A,0,8,2007,WD ,Normal
549,1894,214900,60,RL,80.0,11316,Pave,N_A,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,4,3,PConc,4,3,1,6,624.0,1,0.0,193.0,817.0,GasA,4,Y,SBrkr,824,1070,0,1.0,0.0,2,1,4,1,4,8,7,1,4,BuiltIn,2002.0,Fin,2.0,510.0,3,3,Y,0,40,0,0,0,0,0,0,N_A,0,2,2010,WD ,Normal
550,729,52000,30,RL,56.0,4130,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,1,1,0.0,1,0.0,270.0,270.0,GasA,3,Y,SBrkr,729,0,0,0.0,0.0,1,0,2,1,3,5,2,0,0,N_A,0.0,N_A,0.0,0.0,0,0,N,0,0,0,0,0,0,0,0,N_A,0,7,2008,WD ,Normal
551,438,60000,30,RL,60.0,8400,Pave,N_A,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,1,3,290.0,1,0.0,0.0,290.0,GasA,2,N,FuseF,438,0,0,0.0,0.0,1,0,1,1,2,3,7,0,0,Detchd,1930.0,Unf,1.0,246.0,3,3,N,0,0,0,0,0,0,0,0,N_A,0,1,2009,WD ,Normal
552,996,147000,85,RL,73.0,9069,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,6,747.0,1,0.0,189.0,936.0,GasA,4,Y,SBrkr,996,0,0,1.0,0.0,1,0,2,1,4,5,7,0,0,Attchd,1992.0,Unf,2.0,564.0,3,3,Y,120,0,0,0,0,0,0,0,N_A,0,4,2010,WD ,Normal
553,1902,123500,70,RM,51.0,6120,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,203.0,1,0.0,897.0,1100.0,GasA,2,Y,SBrkr,1226,676,0,0.0,0.0,2,0,4,1,3,7,7,0,0,Detchd,1960.0,Unf,2.0,576.0,3,3,Y,0,139,55,0,0,0,0,0,N_A,0,10,2008,WD ,Normal
554,2031,237000,60,RL,75.0,9473,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,804.0,1,0.0,324.0,1128.0,GasA,4,Y,SBrkr,1128,903,0,1.0,0.0,2,1,3,1,4,7,7,1,4,Attchd,2002.0,RFn,2.0,577.0,3,3,Y,0,211,0,0,0,0,0,0,N_A,0,3,2008,WD ,Normal
555,845,84000,20,RL,68.51605288007555,11500,Pave,N_A,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,N,SBrkr,845,0,0,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1957.0,Unf,1.0,290.0,3,3,N,186,0,0,0,0,0,0,0,N_A,0,1,2009,WD ,Normal
556,1448,238500,20,FV,75.0,7500,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1348.0,1372.0,GasA,4,Y,SBrkr,1448,0,0,0.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2006.0,RFn,2.0,692.0,3,3,Y,0,140,0,0,0,0,0,0,N_A,0,6,2009,WD ,Normal
557,1436,141500,70,RL,53.0,6720,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,585.0,585.0,GasA,2,N,SBrkr,851,585,0,0.0,0.0,1,0,3,1,3,7,7,1,4,Detchd,1992.0,Unf,1.0,228.0,3,3,Y,184,0,0,0,0,0,0,0,N_A,0,4,2007,CWD,Normal
558,1445,138500,50,RL,82.0,14235,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,PConc,2,4,1,1,0.0,1,0.0,676.0,676.0,GasA,2,Y,SBrkr,831,614,0,0.0,0.0,2,0,3,1,3,6,7,0,0,Detchd,1957.0,Unf,2.0,484.0,3,3,N,0,59,0,0,0,0,0,0,N_A,0,3,2010,WD ,Normal
559,1416,139900,50,RM,50.0,6000,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,300.0,1,0.0,480.0,780.0,GasA,2,Y,SBrkr,780,636,0,0.0,0.0,1,1,3,1,3,6,7,0,0,Detchd,1948.0,Unf,1.0,312.0,3,3,P,221,0,48,0,0,0,0,0,N_A,0,3,2010,WD ,Normal
560,1516,167000,20,RL,100.0,10004,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,3,3,CBlock,3,3,1,3,196.0,4,345.0,975.0,1516.0,GasA,2,Y,SBrkr,1516,0,0,0.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1964.0,RFn,2.0,472.0,3,3,Y,0,0,0,0,152,0,0,0,N_A,0,2,2009,WD ,Normal
561,1299,183500,85,RL,68.51605288007555,12150,Pave,N_A,IR1,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,CBlock,4,3,3,6,1001.0,1,0.0,0.0,1001.0,GasA,2,Y,SBrkr,1299,0,0,1.0,0.0,2,0,2,1,4,5,7,1,1,BuiltIn,1979.0,RFn,2.0,486.0,3,3,Y,84,0,222,0,0,0,0,3,N_A,0,1,2007,WD ,Normal
562,2198,250000,60,RL,84.0,14260,Pave,N_A,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,4,3,PConc,4,3,3,6,655.0,1,0.0,490.0,1145.0,GasA,4,Y,SBrkr,1145,1053,0,1.0,0.0,2,1,4,1,4,9,7,1,3,Attchd,2000.0,RFn,3.0,836.0,3,3,Y,192,84,0,0,0,0,0,0,N_A,0,12,2008,WD ,Normal
563,1357,177000,80,RL,124.0,11512,Pave,N_A,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,3,3,CBlock,3,3,3,5,719.0,1,0.0,300.0,1019.0,GasA,3,Y,SBrkr,1357,0,0,1.0,0.0,1,0,2,1,5,5,7,1,4,Basment,1959.0,RFn,1.0,312.0,3,3,Y,0,0,0,0,163,0,0,4,N_A,0,5,2008,WD ,Normal
564,864,127000,20,RL,60.0,7200,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,671.0,1,0.0,193.0,864.0,GasA,3,Y,SBrkr,864,0,0,1.0,0.0,1,0,3,1,5,5,7,0,0,Detchd,1977.0,Fin,2.0,576.0,4,5,Y,155,0,0,0,0,0,0,0,N_A,0,9,2007,WD ,Normal
565,1020,165000,80,RL,65.0,14149,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1964,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,50.0,4,4,CBlock,3,3,4,2,68.0,4,722.0,190.0,980.0,GasA,2,Y,SBrkr,1020,0,0,0.0,1.0,2,0,3,1,3,5,7,1,1,Detchd,1970.0,Unf,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,0,N_A,0,5,2007,WD ,Normal
566,2263,287000,60,RL,68.51605288007555,9240,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1055.0,1055.0,GasA,4,Y,SBrkr,1055,1208,0,0.0,0.0,2,1,3,1,4,7,7,1,3,BuiltIn,2001.0,Fin,2.0,905.0,3,3,Y,0,45,0,0,189,0,0,0,N_A,0,9,2008,WD ,Normal
567,2365,337000,60,RL,82.0,9430,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,4,3,PConc,4,3,2,6,1163.0,1,0.0,89.0,1252.0,GasA,4,Y,SBrkr,1268,1097,0,1.0,0.0,2,1,3,1,4,8,7,1,4,Attchd,1999.0,RFn,3.0,856.0,3,3,Y,0,128,0,0,180,0,0,0,N_A,0,7,2009,WD ,Normal
568,1685,253000,20,FV,100.0,11824,Pave,N_A,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1685.0,1685.0,GasA,4,Y,SBrkr,1685,0,0,0.0,0.0,2,0,2,1,4,5,7,1,4,Attchd,2006.0,Fin,3.0,658.0,3,3,Y,112,63,0,0,0,0,0,0,N_A,0,4,2007,WD ,Normal
569,1040,136000,20,RL,68.0,7942,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,85.0,5,955.0,0.0,1040.0,GasA,2,Y,FuseF,1040,0,0,0.0,1.0,1,0,3,1,3,6,7,0,0,Attchd,1953.0,Fin,1.0,293.0,3,3,Y,0,0,0,0,0,0,0,3,N_A,0,6,2007,WD ,Normal
